term_str,n,n_chars,p,s,i,h
tinted,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
slaughter,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
delusions,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
function,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
standards,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
hinged,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
prison,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
reproduced,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
bennett,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
encouragement,6,13,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
unplaced,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
lowered,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
marched,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
adonai,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
sophy,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
urging,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
restoring,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
brainless,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
bureau,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
sell,6,4,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
raisd,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
chancey,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
gouged,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
hysteria,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
navigation,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
representing,6,12,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
galaxies,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
ilekvad,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
volition,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
rustling,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
keenly,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
fanatical,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
lodgers,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
lowly,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
watches,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
cartouches,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
internal,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
cursing,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
wealthy,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
southwest,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
impersonal,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
vampirism,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
yr,6,2,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
heaped,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
patience,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
28,6,2,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
soapstone,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
deliberately,6,12,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
ebony,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
confess,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
bailiff,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
underfoot,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
unprepared,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
extirpation,6,11,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
steepness,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
dire,6,4,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
dean,6,4,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
trio,6,4,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
malady,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
inscribed,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
clattered,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
excavations,6,11,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
hides,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
shoulders,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
windy,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
feasted,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
trapezohedron,6,13,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
paled,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
roamed,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
discussing,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
altarstone,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
calculated,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
belt,6,4,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
eighteen,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
enthusiasm,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
concentration,6,13,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
orgy,6,4,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
shipping,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
symmetry,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
walled,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
declined,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
sings,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
christmas,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
venomous,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
scramble,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
hundreds,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
glaring,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
goin,6,4,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
dozens,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
obstacle,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
bafflement,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
thoughtful,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
rash,6,4,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
troubles,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
conflicting,6,11,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
rods,6,4,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
honest,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
ricci,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
taint,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
blackfellows,6,12,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
shod,6,4,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
unaccustomed,6,12,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
radius,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
layers,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
bears,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
consisting,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
murmurs,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
eerie,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
idiot,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
raound,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
favourite,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
sphinxes,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
throats,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
breakwater,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
trials,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
inhabiting,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
abated,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
carterfacet,6,11,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
flared,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
protecting,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
vacancy,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
tramping,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
unpaved,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
frequency,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
genuineness,6,11,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
performance,6,11,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
pick,6,4,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
woefully,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
observations,6,12,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
afflicted,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
spun,6,4,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
collecting,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
tapering,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
alight,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
maine,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
engineering,6,11,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
oblong,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
superficial,6,11,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
pointing,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
fertile,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
unlikely,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
poisonous,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
discarded,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
longed,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
salient,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
heating,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
portable,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
speculate,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
consulted,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
outsider,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
lavinnys,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
reckon,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
bestial,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
snarling,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
murdered,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
aftermath,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
animated,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
respond,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
puerile,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
problematical,6,13,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
fanged,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
javelins,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
rocked,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
cultural,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
sydney,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
mortuary,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
reasonable,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
locomotion,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
forged,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
warriors,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
neared,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
valiant,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
wed,6,3,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
psychologists,6,13,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
failures,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
summers,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
bark,6,4,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
displaced,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
oddities,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
gorgeously,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
tinkling,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
shouts,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
contempt,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
sin,6,3,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
unrecognizable,6,14,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
paralysed,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
attributed,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
complicated,6,11,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
observing,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
sunrise,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
patients,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
godfrey,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
dispute,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
histories,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
stooped,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
theyll,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
elephants,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
insanely,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
sputtering,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
monarch,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
olathoe,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
quoted,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
president,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
balustraded,6,11,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
emma,6,4,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
princes,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
shrubbery,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
nonce,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
sentiment,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
gravestone,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
halting,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
weeping,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
plantation,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
bluish,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
whats,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
ford,6,4,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
railed,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
convex,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
beetling,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
leers,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
progressed,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
crevice,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
blueeyed,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
alchemy,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
castles,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
stamp,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
murders,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
unveiled,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
choke,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
width,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
cook,6,4,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
ripples,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
spears,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
heaved,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
delicacy,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
aggravated,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
institution,6,11,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
emit,6,4,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
easter,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
heed,6,4,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
sunshine,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
uphill,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
assistant,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
speculated,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
corresponded,6,12,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
fortunate,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
migration,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
backgrounds,6,11,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
consistent,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
surgeon,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
divide,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
farmyard,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
decades,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
equipped,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
improved,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
grasses,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
hooded,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
attract,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
irregularly,6,11,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
checking,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
transcript,6,10,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
negative,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
rid,6,3,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
invasion,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
eminence,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
humour,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
blocked,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
obnoxious,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
assuredly,6,9,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
funny,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
wondrous,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
unnamed,6,7,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
agoin,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
remotest,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
inlaid,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
fetid,6,5,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
hut,6,3,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
deserved,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
yankee,6,6,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
settlers,6,8,1.1567580698334847e-05,86448.5,16.39955331089722,0.00018970315634044802
upton,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
plainer,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
dissolving,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
stagger,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
1771,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
fireflies,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
speculating,5,11,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
buying,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
tarry,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
shipped,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
confines,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
imperceptible,5,13,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
ruddy,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
exceptionally,5,13,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
itll,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
uncertainly,5,11,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
repetitions,5,11,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
withdrawn,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
planks,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
unnerved,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
avoiding,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
brooklyn,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
vega,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
choosing,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
bathed,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
knit,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
vegetables,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
filtering,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
ireland,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
dart,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
augmented,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
coldness,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
gorilla,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
roulets,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
ravages,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
weep,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
brickwork,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
acutely,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
dances,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
maternal,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
swineherd,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
neighborhood,5,12,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
products,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
spies,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
joke,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
