term_str,0,1,2,3,4,5
singular,-0.005180576517545493,0.004106515660872711,0.004000491707613055,0.0016343440018877612,0.005977094541967026,0.0005458386727505526
wholly,-0.009406422807289285,0.004948454027689193,0.007743360134621011,0.0013344660661029754,-0.0013211337764070109,0.004693456642991057
good,0.006665450267126698,0.003915062566911928,0.0021981845801987594,-0.006767002907360964,0.0004657798660836119,-0.005276201654477768
call,0.011129202932098384,-0.008923523962630533,-0.006500787182485081,-0.020260788881612393,0.0035126106576947856,0.008520079596881353
point,-0.003214280750156407,0.006188094446542515,0.006910318547498722,0.0008901183708393337,-0.00570970604567453,-0.005003672439119251
recall,-0.002446453463652196,-0.0008390384719117721,0.002336531159020351,-0.001940635725276908,0.002147511402474443,0.0002259870086049904
quite,-0.0029314371327737614,0.0038139135418630895,0.006724474243171385,-0.004916175328094873,-0.004624618692980682,0.0013759892535570805
faint,-0.005859794098064274,0.0047048912825150896,0.003317049717980371,0.0018774526534301912,0.004201494688297473,-0.00155844842402619
windows,-0.009891784161877842,0.008170256512189639,0.006105534744202772,0.0029139119498799828,0.00799227692949186,-0.00020574051403135334
green,-0.004137090909843242,0.006629409358644065,-0.006329916632232368,0.001560838030011787,0.004214427202248766,-0.0009113715567684412
part,-0.002953067649167436,0.00769823921803975,0.006462394608935322,-0.003042632416797357,0.0012967407287091687,0.0032889238481829796
madness,-0.00348506616456693,-0.0020265010261677624,-0.0006022873566071188,0.003707037008910713,-0.002272200223769564,0.007175074222983755
age,-0.006115891559253797,0.005482498899874486,0.0002463522368470769,0.0018606497467335325,0.007232575492863895,-0.0007138852592988981
outside,-0.004039914137944446,0.003698708371660264,0.009432343592579898,0.00199986923954268,-0.0031862273659016924,0.0025874949302801256
called,0.007160418727899504,-0.006323819622929994,0.002430466697552886,0.00455062962520965,0.003295807432854447,-0.022948532001406532
memory,-0.003240623901357327,-0.002104299876693787,0.0003610818636292034,0.0012667164681469311,0.0053123877726051864,0.002055276467272431
hear,0.01644360686796618,-0.006191818658890074,-0.0030737703067857296,-0.007869072356522264,0.0009907447196719078,0.0031569608900032307
fell,-0.0046711022990490935,0.004951470664892673,-0.0030772830693883077,0.0006466791742013775,0.005650736288516395,-0.0005712752641861311
moved,-0.001203037578975692,0.0035593411963383515,0.004283495300102212,-0.000644125659566368,0.0036291281386944883,0.002165855978658038
ahead,-0.005916311150620798,0.00396675948402098,0.003829926839356469,0.004962984581063781,-0.012786911382722584,0.0012793304416469798
length,-0.006131448236617648,0.005287590629710315,0.0031969854500493787,0.0018081849680871473,-0.0005688863448862114,0.0004944293145154233
large,-0.0071036718967332,0.006576403312232112,0.006408980446759764,0.0020436027971597864,-0.0011240690711984613,-0.003924665005778581
seem,-0.0015225743685934128,-0.0022622280205198495,-0.004113525691662992,-0.008906795126189776,0.00035606286628752683,0.004115283123735799
grotesque,-0.00485816060541046,0.0027206440840442433,0.003244908151000916,0.002663692646801885,0.004294316788002551,0.00034340292273160773
matter,0.001299579374492691,-0.0008965599277565789,0.004935113116600752,-0.00216052871389375,-0.005390756425658892,0.002621020653378221
coming,0.003640278379826469,-0.005601611823672712,0.0012467214117621965,0.0021310258932235055,-0.0012284105410061187,0.002299026801468919
blood,0.008754154916385388,0.006526238075827381,-5.538747329712594e-05,0.0021370144857341994,0.00478921103791562,-0.00328676644979466
o,0.10563579565602214,0.055799689786532845,-0.06492202167984189,-0.0016929440090440386,-0.00550154649344011,-0.013541714818926149
dim,-0.00562070453438819,0.003412072399689801,0.0008430312504109014,-0.0002673244759640982,-0.0013974036717486473,-0.00038961089726609734
ran,0.0021017695182921725,0.002638499181416626,0.0023879396586782065,0.0009271223340687505,0.0069426635066985095,-0.007597427899834493
forms,-0.004815007474106951,0.00266515400587136,-0.002188159774127056,-0.0015375523387645682,0.0026466781674848,0.0019477358972877618
longer,-0.0033594560822186067,0.001888024371854518,0.0005530981208285045,0.0020396240511048377,0.0009022346471372973,-3.525584033832159e-05
secrets,-0.0015054287677837945,0.0016436566994719663,0.0037600477333945698,-0.00211127748807849,0.0015121749886720499,0.0033637508161565087
fright,-7.070050747477272e-05,0.002421665012489919,-0.005722319813588354,-0.0021488564120060146,0.006171163621530995,0.002073080700466694
spirit,-0.002379741922006676,-0.0017512091160623135,-0.015253368525097934,0.000607598702415784,0.0016415557279543976,0.0013451397331552457
give,0.007119973661869818,-0.004641735098267203,0.0033835057417249117,-0.0153256938476674,0.0022457677462311416,0.00958256311197882
fall,-0.0027499837243045813,0.0031893167717132933,-0.006173467020720668,-0.001532943194837219,-0.002039111140482854,-0.0017421260034999385
sounds,-0.004603971246501939,0.0031818057856956663,0.0027082594050265923,0.002141988162384858,0.006488401601290495,-0.0025678458829215363
met,-0.0015293322233251709,0.006069830805437903,0.0009465775986834133,0.000376559076322773,-0.0046713372079174075,-0.0012361717403118952
whether,-0.003912868623138555,0.0013336664830769034,0.006079673312152752,-0.003238848182016021,-0.005160429932659085,0.0027231604806675393
terror,-0.0023916262428506268,0.0018885339407281026,-0.001148506738263842,0.005317899325255308,3.711346569033858e-05,-0.0004898050257186928
evening,-0.006619447392441315,0.0034317862122567096,-0.0018550552704327886,-0.002309991154763725,0.003417748578001808,-0.0025405854166860834
wind,-0.005492505096229616,0.008919474531655328,-0.004245704041797896,0.004032870710827422,-0.010063865999824895,0.0008266670295856218
nameless,-0.007221837447464237,0.0031768707972449246,0.0022602788420883046,0.004594991648357151,0.002083743835748984,0.0033287136371007
followed,-0.005854808197879734,0.005486367921569589,0.005375994462465094,0.0010060976670732183,-0.004600459469239633,-0.0018001461122953968
city,-0.015952967119736174,0.00236726487152656,0.005197771017703023,0.002583421519357719,0.0075658457559894185,-0.0017603255327498062
sinister,-0.006376624583826992,0.0019448798879999714,0.0030358880184366884,0.004697100736647821,-0.0034110541493979243,-0.0029774649244897694
home,0.0018058003970679764,-0.002900004634062362,-0.001400500386496316,-0.005287107828804171,0.005129229533017196,0.00133679145949884
hands,-0.005032036870313873,0.0039097185852600795,0.0012813839162493582,0.0006463780072330691,0.004191980512586331,-0.004180505131751321
feet,-0.012522087427025558,0.012239285640377021,0.007511386391326779,0.0037014054403745507,-0.0024321957371416566,-0.004371210907839486
people,0.0012172735095946523,-0.005828244173278872,0.011592067397868017,-0.009008802627005518,0.013668176462262177,-0.004884608774767024
either,-0.0025166091600008667,0.0028836014217508165,0.004966608703339858,-0.0028259285837992985,-0.0032803407931490773,0.002291417534721036
imagination,-0.0036129930788134125,0.0008048163906371336,0.0032335691527345563,0.0001875731608596016,0.002632558482514721,0.0010989205396909705
returned,-0.003936470287261625,0.002161151034160343,0.003696644792393977,-6.976366797125543e-05,0.005191752238483749,-0.0010219397901378485
clear,-0.005398696668145591,0.005421021959237062,0.0015134513128561757,0.0011500526254204146,-0.004850156308722154,0.003213876758330919
merely,-0.001887500022289497,-0.004389245434780165,0.004288410046193306,-0.001351402939816521,0.0030070214187716236,-0.002695026439139936
right,0.0075163672389839085,0.005013656559318114,0.003941705833219773,-0.0030696555552542494,0.006082168148536484,0.005474873207609489
care,-0.0012686359391130071,-0.00035120782643041724,-0.0007499085321221329,-0.003971818352683777,-0.0026600764285483816,0.0017428356598386424
nightmare,-0.00502683606746626,0.004013118312134668,0.0015954799656570876,0.0031994819727020766,-0.001928032045750655,0.0030363552599148276
reach,-0.0022739340309726077,0.0027858153990654435,-0.00112129559168602,-0.0007368545692762274,-0.00023795152847495317,0.0018901347049390272
presence,-0.004750724880564115,0.002412107910380699,-0.001393331822069382,0.0006062751012605601,-0.0015874099964691014,0.000714789860859202
possible,-0.007024265731170288,0.0007521088756000786,0.005638672342411947,0.009384871519263082,-0.0043534625425146415,0.008090957010581774
work,-0.005590278604110064,0.0034615400228848194,0.006383741905271917,-0.003939492135945393,0.0006169125014772025,0.004247490803336475
streets,-0.0036133968851460815,0.0028948089581457576,0.00010787240163288511,-0.0012564964180858083,0.00578617699350566,0.0023899176768108787
born,-0.0002496269579730053,0.00346401693417205,-0.0017546758413190513,0.0016169103561152348,0.0030865448536345026,-0.0001031674079116902
weird,-0.003978305783947783,0.0025026376352884866,-0.002738237917920162,-0.00106190009291163,0.003855109749018695,0.001393700285744083
drew,-0.004574775089825901,0.004928736230378233,-0.0007056515724722327,0.0001183893105213455,-0.003230935789288303,0.0017587847015247623
dawn,-0.00417091322949176,0.00310746311459307,-0.003533160973836264,-0.0005692169613778007,0.0007453649184287559,-0.0013662702409789384
fact,-0.0030642635946142613,0.0012387356040575383,0.003030799549858015,0.0003918344025677997,-9.175631037164041e-05,-0.0034122364200054453
youth,-0.007211522952301914,0.001913133397219294,-0.0031797290186551183,0.0002477134780343646,0.00866735659959264,-0.002464605487992658
spectral,-0.003321189560841054,0.002231029281929835,-0.0021613070498739326,0.001490941987787655,0.002153845651957576,0.0009788768740263622
rise,-0.0027700183276447923,0.0018553977949760372,-0.0025969195783570593,-0.0019669557035911873,0.0027965725916328185,-0.0003082486346172267
line,-0.002550843087079019,0.0025580103146037488,0.00045093155702325555,0.0019597205755687032,-0.002772814105949723,0.0019106432747331879
believe,0.007444088817868216,-0.005223888961733879,0.005319283507682372,-0.007660365269315041,0.001061277099582819,0.0016546553833664433
town,-0.008458748169462684,0.0058449609783396755,0.0029688584176127573,0.0007272460351428501,0.007525706025483142,-0.0009773949537398119
bore,-0.004195898071249884,0.0031794812627793335,-0.010313041847302185,-0.0029558557570249933,0.0029767173309583304,-0.006725919183850958
later,-0.0032080219497225533,-0.0016386827878206132,0.011652255795666533,0.005436840758103786,-0.00719003505135889,-0.0038902052170717884
greater,-0.0043640590303439955,0.0002906416032067115,0.0022839404554597558,-0.0017718240349185604,-0.0022318893940202686,-0.004486660037670692
enough,0.001181441812340011,0.006370894928457282,0.011680193539942742,-0.006793269908705393,-0.012140760177019407,0.007285420007205936
both,-0.006430700881061329,0.007826246966098993,0.008498840028188985,0.0029168920494632125,-0.025400558587482035,0.0020856670883726033
along,-0.0052624571551303425,0.008775181673107618,0.0035368258228097756,-0.002726028706610991,-0.001779535178742988,0.006974811107723497
being,-0.009145732262553823,0.007534286616101082,0.003791104277908351,0.001167770356787471,0.005048885492469691,0.0013718972484996332
having,-0.006048873735077329,0.005459462601688594,0.006384953952116542,0.0010508251675438295,0.000916611061705964,0.002821162156979476
dream,-0.004066847784660061,0.0015627807771586332,-0.00484333692168066,-0.0065017845693364044,0.0024890485394316506,0.0004015291203202688
sun,-0.006218958870319377,0.00484199671574319,-0.007609413401577042,-0.0009302986756370376,-0.0026121170673013786,-0.00017707149719629618
held,-0.00984118919661597,0.006496765138713336,0.007563592846648331,0.0035835928943032955,0.004095688623264958,0.0007050725311749186
amidst,-0.006223277443478484,0.004969699228219598,0.00033508750595309753,0.003274758473571917,-0.0009102257746582366,0.0005041919231878087
sleep,-0.0006063374587066192,0.0015083859427314325,-0.0037846905601083784,-0.0010517003703111524,0.0014313653362086757,-0.005406613948738336
wall,-0.006248427998043619,0.007477566308259947,0.001468343433956524,0.0024762007211895924,0.009358160830853616,0.0015170164143408055
haunted,-0.002946307910961624,0.0018002870483050403,0.0013361704596334197,0.0005012241223752601,0.003800608433989741,0.0007437634744494453
taken,-0.005556246245732308,0.005333813920904079,0.0059136343646496855,0.0027758633757370256,0.004477885591212167,0.0028610181732972267
forth,-0.004888050076461338,0.0031052429175017692,0.001667241153496385,0.0027546325367789936,0.004420280223248813,0.0017382028167441375
south,-0.0022078844945846916,0.00601420461237008,0.0013500447474962367,0.0005790964296477725,-0.0050583979803033785,-0.00015661831941247116
feel,0.0012951920748685336,-0.0013869119965380081,0.002318350900020849,-0.005761970515569189,0.003916645536739048,0.004416413392495152
direction,-0.0056503998092839545,0.004124529817201659,0.003997588728290581,0.001603111132019979,-0.005770422189272343,0.0024896556288889907
year,0.004997637897860821,0.002409121768340512,-0.0026215843759365203,-0.00801235263888643,0.0064923598472256755,0.0008372326418968544
hill,-0.0018790151490653668,0.012608061754122142,-0.002732904714513651,0.0016158758872921826,0.007655749920917715,0.003981482077120475
real,-0.0018253954509661015,2.953049076133505e-05,0.004810696030267558,-0.003804865032202674,-0.00021506614761541108,0.004332423554993076
dared,-0.0019830333420029263,-0.0006695232779365661,0.003192911956044314,0.0006789740644786401,0.0025396233357526153,-0.0030400829830792495
thoughts,-0.004806004790931567,0.0027909482599734643,-0.009501836310740348,-0.003159585932416867,-0.0006976060743968965,0.0008873812938957389
round,-0.002653658978668197,0.004619810313838718,-0.005979878729144392,-0.0011345962190108653,0.0013150968064427337,-0.0014475122187760825
twilight,-0.005385887502100999,0.003781341946847372,-0.004499946667140382,-0.00011812443453882056,0.006476003780043796,-0.0002705918545593631
become,-0.0029261549644259218,-7.91225569938582e-06,0.0030610569315419668,0.0017343128825823989,-0.0014384427590594037,0.0011627808366539072
truth,-0.0003564765925202379,-0.005001251073914605,-0.008412560194842073,0.003918615397272372,-0.001335381834694548,0.001216954916868465
help,0.001397599658753124,-0.001958605750216254,0.00635984932395117,-0.007319071361930817,-0.002003782699608871,0.0009385298445512367
frightened,-0.0014123068500202568,0.001991961681522789,0.002918833913178677,0.0007564026260894604,0.00459295569325009,7.181953157494785e-05
crumbling,-0.004587983783983275,0.004235754452822579,-0.0007081221933765477,0.0008224752620928889,0.0024813309025299496,0.0009432084142867343
feared,-0.002484554844388314,0.002991072264058944,0.0030784154476422325,0.0015155861936185181,0.003400646061832138,0.0025318694141221202
times,-0.0029265122029756797,0.0023208285445527384,0.0054922489277997085,-0.0019631179894844045,0.006150040553628513,0.00380245883475588
places,-0.0046103614930096725,0.0059172334715714495,0.005414093827200185,0.0015430202258293457,0.005590338604492204,0.0044503996585250095
remote,-0.0026931249677216215,0.0036794777275465937,0.0005860315279660761,0.001662979678575904,0.0027481627472498585,0.0017108063950883735
',0.8773870723847367,0.42055777517160314,-0.03264894812723061,0.0681922672845895,-0.029217942961388136,0.039933041801454114
house,-0.012314621574662772,0.005866387797487271,0.01476854572504234,0.008098779253028016,0.01385281348486805,-0.013590950025595917
despite,-0.007935302147370695,0.007668422449707284,0.007018223801773433,0.001025324679517563,-0.005111519930238761,0.0027777263442064033
spoke,-8.881092838145698e-05,0.004228954798113428,9.60951756062622e-05,0.0007691693007660645,0.011226199197644154,-0.0061780535979393736
horrible,-0.004622106464057027,0.0025511927519312905,0.0035651185238657727,0.003713744351767853,0.005456778005795734,-0.0010445492781826968
whom,-0.002363221545721373,-0.0013238665360564591,0.0021419518647953746,-0.0019493716488618981,0.004367197116292696,-0.0014673336858752768
``,0.18173982151222737,-0.32047635663199026,0.03126294843450286,-0.040192634998207924,-0.028665654921508157,-0.7824204231904766
hours,-0.0068974068304783484,0.007625700575091427,0.0033110052207759397,0.0003473996859056005,-0.0008209833388979583,0.002757270973932307
took,0.0009989800538721917,0.008261381762676032,0.00746302944906231,0.0009927755195210533,0.0004230385252494556,-0.0005660194994626471
living,-0.0016651617686304187,-0.002447758377643306,-0.0041488395594829475,0.004022645189766552,0.0029473853995959577,0.0006041733592487002
us,-0.009108566600873341,0.011848807805343298,0.011130240101138889,-0.006654800814321595,-0.1229256252337372,-0.00286206243210584
forgotten,-0.002743860900704803,0.0008850511057506318,-0.0007432689475565645,0.003177899795386267,0.005141585352027713,0.00129234258076128
appeared,-0.00767664473968189,0.007663649344136441,0.006200120290034648,0.002858347082944892,0.004537808906879303,0.0006452735998716537
door,-0.016040004475998015,0.010529101313996654,0.010738557028671927,0.00763774964574219,0.015524787646254166,0.0006607802669311232
course,-0.006853269966855965,0.002945262739101725,0.00827641055163509,-0.009477882476289404,-0.03518289686933136,0.007300461721667869
space,-0.009460604395552892,0.004096911234592874,-0.0041583934988782085,0.004161179846427406,0.00222743986271893,0.007440828299308347
present,-0.005773555442192763,0.0011230689370952049,0.0054898926157739515,-0.0006583455720173142,-0.007134339752001061,0.006046519524286356
peculiar,-0.004145566499483805,0.002086453871350891,0.004156357502293366,0.0017972250372693462,0.004850446209480766,0.0014668232757739901
leave,-0.0011148304076611937,-0.0021131553246672274,0.002754804967429818,-0.00533353447821554,-0.001328286151564694,0.0013664337286796923
live,0.0015745445719954016,-0.00808822243398424,-0.0024602609926982163,-0.003683482543227267,-0.003840801497817933,0.007417512150848937
mighty,-0.0023937838256265285,0.002660257418071397,-0.002310308259318803,0.00046141639389206293,0.001851444018007139,-0.00010875529505232967
fire,0.0003355790005292658,0.00434963986010237,-0.002511354496702911,0.00034459409380268886,0.0031922303696348578,0.0006035717763331204
sure,-4.791077543472566e-05,-0.003163234605628012,0.00274187415320793,-0.0029226045055067026,-0.003963205413071921,0.007542474018590881
neither,-0.003216990177472258,0.0016160032110889332,0.002410431990973994,0.0007957564237689263,0.0031469886206710353,-0.0013312854540468216
several,-0.008675635089856614,0.008655355622439012,0.0075373342719476525,0.0021608530908659523,-0.006807738530773261,0.0023832937386812584
ceased,-0.002860119134587471,0.0014054762067429978,0.0018659638205291347,0.002971053039153019,0.003703382261934604,0.0018047010571814858
soft,-0.0034075305051878184,0.0028897690290925248,-0.006711581583417012,-0.0010677662826651712,0.0013815068898984737,-0.001360251293546198
sort,-0.0030683369912678084,0.00017689911561888112,0.0071814218211537694,-0.001143468779883368,0.004184576998236715,-0.002546485097175364
curiously,-0.005102679387898388,0.0036697065834751423,0.003868050148685677,0.0013645173838118983,0.0013331931537332265,-0.001540296026678602
fancied,-0.002460504146164761,0.003112806007650639,0.002143291156018844,0.0009469128055789207,0.0008792495242014079,0.0011414925500469065
afternoon,-0.0047275771020466335,0.003126062914266091,0.002324382194186511,0.000538919240171526,-0.006609923297577572,-0.0029768217633571793
wish,0.0008709334303232542,-0.011120586100938405,0.006345339950241268,-0.018919564848519456,0.0010456182528141113,0.007770830059234449
remained,-0.0036685408199165826,0.0037980246518887996,0.003267156031563602,0.001507171379118973,0.0037298637398312283,0.00047927249710426
